Date,Hour,Quarter,ERCOT Hub Average Price
09/05/2022,14,1,76.90
09/05/2022,14,2,80.42
09/05/2022,14,3,80.23
09/05/2022,14,4,78.36
09/05/2022,15,1,79.61
09/05/2022,15,2,82.12
09/05/2022,15,3,85.35
09/05/2022,15,4,93.95
09/05/2022,16,1,83.52
09/05/2022,16,2,82.11
09/05/2022,16,3,82.49
09/05/2022,16,4,81.42
09/05/2022,17,1,83.72
09/05/2022,17,2,86.21
09/05/2022,17,3,87.97
09/05/2022,17,4,88.74
09/05/2022,18,1,87.09
09/05/2022,18,2,83.58
09/05/2022,18,3,84.33
09/05/2022,18,4,82.38
09/05/2022,19,1,81.14
09/05/2022,19,2,79.75
09/05/2022,19,3,80.38
09/05/2022,19,4,82.83
09/05/2022,20,1,94.25
09/05/2022,20,2,94.76
09/05/2022,20,3,106.45
09/05/2022,20,4,115.76
09/05/2022,21,1,93.43
09/05/2022,21,2,86.29
09/05/2022,21,3,81.15
09/05/2022,21,4,79.38
09/05/2022,22,1,79.10
09/05/2022,22,2,78.27
09/05/2022,22,3,77.51
09/05/2022,22,4,74.80
09/05/2022,23,1,77.08
09/05/2022,23,2,75.26
09/05/2022,23,3,72.28
09/05/2022,23,4,67.39
09/05/2022,24,1,66.35
09/05/2022,24,2,70.08
09/05/2022,24,3,63.63
09/05/2022,24,4,66.71
09/06/2022,1,1,70.55
09/06/2022,1,2,66.27
09/06/2022,1,3,61.89
09/06/2022,1,4,59.89
09/06/2022,2,1,59.09
09/06/2022,2,2,57.19
09/06/2022,2,3,56.87
09/06/2022,2,4,55.85
09/06/2022,3,1,55.49
09/06/2022,3,2,54.52
09/06/2022,3,3,54.56
09/06/2022,3,4,53.93
09/06/2022,4,1,54.18
09/06/2022,4,2,54.81
09/06/2022,4,3,54.76
09/06/2022,4,4,54.43
09/06/2022,5,1,54.61
09/06/2022,5,2,55.49
09/06/2022,5,3,56.40
09/06/2022,5,4,58.75
09/06/2022,6,1,68.12
09/06/2022,6,2,67.63
09/06/2022,6,3,70.53
09/06/2022,6,4,69.79
09/06/2022,7,1,77.36
09/06/2022,7,2,79.01
09/06/2022,7,3,80.45
09/06/2022,7,4,81.49
09/06/2022,8,1,82.25
09/06/2022,8,2,81.01
09/06/2022,8,3,79.46
09/06/2022,8,4,79.02
09/06/2022,9,1,79.36
09/06/2022,9,2,78.46
09/06/2022,9,3,75.74
09/06/2022,9,4,74.26
09/06/2022,10,1,74.54
09/06/2022,10,2,76.23
09/06/2022,10,3,79.36
09/06/2022,10,4,80.62
09/06/2022,11,1,78.15
09/06/2022,11,2,79.32
09/06/2022,11,3,78.39
09/06/2022,11,4,81.10
09/06/2022,12,1,82.01
09/06/2022,12,2,83
09/06/2022,12,3,89.28
09/06/2022,12,4,83.87
09/06/2022,13,1,84.45
09/06/2022,13,2,85.36
09/06/2022,13,3,100.78
09/06/2022,13,4,142.59
09/06/2022,14,1,102.84
09/06/2022,14,2,170.72
09/06/2022,14,3,188
09/06/2022,14,4,323.70
09/06/2022,15,1,243.70
09/06/2022,15,2,172.90
09/06/2022,15,3,184.36
09/06/2022,15,4,224.06
09/06/2022,16,1,257.02
09/06/2022,16,2,359.83
09/06/2022,16,3,435.23
09/06/2022,16,4,317.53
09/06/2022,17,1,287.48
09/06/2022,17,2,200.48
09/06/2022,17,3,268.33
09/06/2022,17,4,269.45
09/06/2022,18,1,202.60
09/06/2022,18,2,225.57
09/06/2022,18,3,180.77
09/06/2022,18,4,239.65
09/06/2022,19,1,151.43
09/06/2022,19,2,253.50
09/06/2022,19,3,325.98
09/06/2022,19,4,453.95
09/06/2022,20,1,510.10
09/06/2022,20,2,727.07
09/06/2022,20,3,682.31
09/06/2022,20,4,616.34
09/06/2022,21,1,322.10
09/06/2022,21,2,189.50
09/06/2022,21,3,98.19
09/06/2022,21,4,90.85
09/06/2022,22,1,104.37
09/06/2022,22,2,94.69
09/06/2022,22,3,88.95
09/06/2022,22,4,87.19
09/06/2022,23,1,85.81
09/06/2022,23,2,85.51
09/06/2022,23,3,84.37
09/06/2022,23,4,82.09
09/06/2022,24,1,84.25
09/06/2022,24,2,84.20
09/06/2022,24,3,84.11
09/06/2022,24,4,82
09/07/2022,1,1,77.42
09/07/2022,1,2,76.79
09/07/2022,1,3,75.50
09/07/2022,1,4,73.23
09/07/2022,2,1,73.57
09/07/2022,2,2,71.99
09/07/2022,2,3,70.14
09/07/2022,2,4,70.01
09/07/2022,3,1,71.93
09/07/2022,3,2,70.86
09/07/2022,3,3,70.62
09/07/2022,3,4,71.80
09/07/2022,4,1,72.07
09/07/2022,4,2,72.91
09/07/2022,4,3,72.68
09/07/2022,4,4,71.37
09/07/2022,5,1,71.76
09/07/2022,5,2,73.50
09/07/2022,5,3,74.74
09/07/2022,5,4,74.81
09/07/2022,6,1,79.61
09/07/2022,6,2,77.62
09/07/2022,6,3,78.19
09/07/2022,6,4,78.62
09/07/2022,7,1,87.78
09/07/2022,7,2,85.69
09/07/2022,7,3,83.94
09/07/2022,7,4,81.39
09/07/2022,8,1,80.36
09/07/2022,8,2,79.97
09/07/2022,8,3,79.67
09/07/2022,8,4,76.84
09/07/2022,9,1,75.24
09/07/2022,9,2,73.53
09/07/2022,9,3,70.51
09/07/2022,9,4,69.66
09/07/2022,10,1,64.47
09/07/2022,10,2,68.93
09/07/2022,10,3,69.85
09/07/2022,10,4,71.07
09/07/2022,11,1,72.80
09/07/2022,11,2,71.63
09/07/2022,11,3,71.05
09/07/2022,11,4,72.23
09/07/2022,12,1,71.43
09/07/2022,12,2,70.74
09/07/2022,12,3,68.85
09/07/2022,12,4,71.10
09/07/2022,13,1,74.06
09/07/2022,13,2,74.36
09/07/2022,13,3,75.07
09/07/2022,13,4,76.05
09/07/2022,14,1,75.93
09/07/2022,14,2,80.87
09/07/2022,14,3,91.71
09/07/2022,14,4,100.97
09/07/2022,15,1,84.10
09/07/2022,15,2,80.60
09/07/2022,15,3,79.63
09/07/2022,15,4,77.38
09/07/2022,16,1,80.49
09/07/2022,16,2,80.46
09/07/2022,16,3,80.86
09/07/2022,16,4,81.65
09/07/2022,17,1,80.68
09/07/2022,17,2,80.68
09/07/2022,17,3,80.47
09/07/2022,17,4,77.61
09/07/2022,18,1,76.15
09/07/2022,18,2,77.20
09/07/2022,18,3,79.12
09/07/2022,18,4,83.02
09/07/2022,19,1,81.46
09/07/2022,19,2,93.34
09/07/2022,19,3,157.46
09/07/2022,19,4,104.68
09/07/2022,20,1,128.21
09/07/2022,20,2,116.45
09/07/2022,20,3,122.30
09/07/2022,20,4,106.57
09/07/2022,21,1,99.10
09/07/2022,21,2,81.58
09/07/2022,21,3,80.28
09/07/2022,21,4,77.02
09/07/2022,22,1,77.67
09/07/2022,22,2,77.07
09/07/2022,22,3,75.90
09/07/2022,22,4,74.67
09/07/2022,23,1,74.78
09/07/2022,23,2,73.18
09/07/2022,23,3,70.30
09/07/2022,23,4,64.58
09/07/2022,24,1,62.31
09/07/2022,24,2,61.05
09/07/2022,24,3,59.83
09/07/2022,24,4,57.59
09/08/2022,1,1,55.42
09/08/2022,1,2,55.32
09/08/2022,1,3,54.16
09/08/2022,1,4,51.86
09/08/2022,2,1,51.26
09/08/2022,2,2,51.23
09/08/2022,2,3,50.96
09/08/2022,2,4,51.74
09/08/2022,3,1,52.07
09/08/2022,3,2,51.30
09/08/2022,3,3,50.77
09/08/2022,3,4,50.86
09/08/2022,4,1,51.12
09/08/2022,4,2,50.51
09/08/2022,4,3,49.93
09/08/2022,4,4,49.32
09/08/2022,5,1,50
09/08/2022,5,2,50.22
09/08/2022,5,3,50.70
09/08/2022,5,4,51.13
09/08/2022,6,1,54.36
09/08/2022,6,2,55.71
09/08/2022,6,3,60.37
09/08/2022,6,4,61.06
09/08/2022,7,1,66.97
09/08/2022,7,2,70.66
09/08/2022,7,3,71.52
09/08/2022,7,4,71.96
09/08/2022,8,1,70.77
09/08/2022,8,2,70.39
09/08/2022,8,3,67.68
09/08/2022,8,4,65.41
09/08/2022,9,1,62.44
09/08/2022,9,2,55.81
09/08/2022,9,3,51.33
09/08/2022,9,4,49.36
09/08/2022,10,1,47.24
09/08/2022,10,2,47.15
09/08/2022,10,3,48.55
09/08/2022,10,4,49.61
09/08/2022,11,1,52.62
09/08/2022,11,2,56.91
09/08/2022,11,3,61.40
09/08/2022,11,4,64.02
09/08/2022,12,1,66.39
09/08/2022,12,2,68.46
09/08/2022,12,3,68.49
09/08/2022,12,4,70.86
09/08/2022,13,1,69.98
09/08/2022,13,2,71.83
09/08/2022,13,3,72.26
09/08/2022,13,4,73.38
09/08/2022,14,1,74.99
09/08/2022,14,2,75.02
09/08/2022,14,3,76.72
09/08/2022,14,4,76.68
09/08/2022,15,1,76.94
09/08/2022,15,2,76.87
09/08/2022,15,3,76.85
09/08/2022,15,4,77.67
09/08/2022,16,1,77.69
09/08/2022,16,2,79.86
09/08/2022,16,3,78.12
09/08/2022,16,4,79.79
09/08/2022,17,1,81.41
09/08/2022,17,2,80.69
09/08/2022,17,3,84.02
09/08/2022,17,4,81.46
09/08/2022,18,1,81.01
09/08/2022,18,2,89.64
09/08/2022,18,3,100.07
09/08/2022,18,4,84.17
09/08/2022,19,1,80.76
09/08/2022,19,2,83.74
09/08/2022,19,3,112.03
09/08/2022,19,4,108.02
09/08/2022,20,1,93.43
09/08/2022,20,2,85.58
09/08/2022,20,3,84.03
09/08/2022,20,4,81.80
09/08/2022,21,1,79.38
09/08/2022,21,2,77.13
09/08/2022,21,3,76.16
09/08/2022,21,4,75.46
09/08/2022,22,1,75.41
09/08/2022,22,2,74.66
09/08/2022,22,3,73.22
09/08/2022,22,4,70.97
09/08/2022,23,1,69.43
09/08/2022,23,2,69.21
09/08/2022,23,3,62.69
09/08/2022,23,4,56.63
09/08/2022,24,1,71.44
09/08/2022,24,2,67.18
09/08/2022,24,3,57.54
09/08/2022,24,4,54.66
09/09/2022,1,1,52.22
09/09/2022,1,2,54.37
09/09/2022,1,3,54.84
09/09/2022,1,4,54.69
09/09/2022,2,1,68.49
09/09/2022,2,2,56.48
09/09/2022,2,3,53.55
09/09/2022,2,4,51.83
09/09/2022,3,1,58.31
09/09/2022,3,2,60.57
09/09/2022,3,3,57.19
09/09/2022,3,4,54.05
09/09/2022,4,1,53.74
09/09/2022,4,2,54.07
09/09/2022,4,3,51.47
09/09/2022,4,4,53.27
09/09/2022,5,1,56.03
09/09/2022,5,2,55.14
09/09/2022,5,3,53.21
09/09/2022,5,4,55.15
09/09/2022,6,1,62.33
09/09/2022,6,2,64.62
09/09/2022,6,3,65.27
09/09/2022,6,4,53.64
09/09/2022,7,1,54.40
09/09/2022,7,2,56.27
09/09/2022,7,3,57.27
09/09/2022,7,4,59.35
09/09/2022,8,1,57.06
09/09/2022,8,2,54.29
09/09/2022,8,3,52.67
09/09/2022,8,4,51.12
09/09/2022,9,1,50.70
09/09/2022,9,2,51.09
09/09/2022,9,3,52.46
09/09/2022,9,4,54.35
09/09/2022,10,1,57.19
09/09/2022,10,2,59.86
09/09/2022,10,3,62.74
09/09/2022,10,4,63.51
09/09/2022,11,1,62.41
09/09/2022,11,2,66.80
09/09/2022,11,3,66.45
09/09/2022,11,4,67.87
09/09/2022,12,1,64.96
09/09/2022,12,2,67.79
09/09/2022,12,3,69.42
09/09/2022,12,4,72.13
09/09/2022,13,1,73.25
09/09/2022,13,2,77.21
09/09/2022,13,3,80.28
09/09/2022,13,4,77.87
09/09/2022,14,1,77.21
09/09/2022,14,2,89.78
09/09/2022,14,3,135.36
09/09/2022,14,4,87.53
09/09/2022,15,1,78.77
09/09/2022,15,2,93.41
09/09/2022,15,3,93.89
09/09/2022,15,4,81.96
09/09/2022,16,1,77.34
09/09/2022,16,2,78.04
09/09/2022,16,3,77.65
09/09/2022,16,4,76.73
09/09/2022,17,1,77.03
09/09/2022,17,2,75.09
09/09/2022,17,3,77.50
09/09/2022,17,4,77.86
09/09/2022,18,1,77.80
09/09/2022,18,2,78.90
09/09/2022,18,3,76.94
09/09/2022,18,4,76.69
09/09/2022,19,1,75
09/09/2022,19,2,75.01
09/09/2022,19,3,76.66
09/09/2022,19,4,75.59
09/09/2022,20,1,74.66
09/09/2022,20,2,74.54
09/09/2022,20,3,75.05
09/09/2022,20,4,72.72
09/09/2022,21,1,70.99
09/09/2022,21,2,69.77
09/09/2022,21,3,66.78
09/09/2022,21,4,63.78
09/09/2022,22,1,63.80
09/09/2022,22,2,63.88
09/09/2022,22,3,57.71
09/09/2022,22,4,52.79
09/09/2022,23,1,51.81
09/09/2022,23,2,50.93
09/09/2022,23,3,48.90
09/09/2022,23,4,47.23
09/09/2022,24,1,46.97
09/09/2022,24,2,48.15
09/09/2022,24,3,47.50
09/09/2022,24,4,46.04
09/10/2022,1,1,46.76
09/10/2022,1,2,46.37
09/10/2022,1,3,45.86
09/10/2022,1,4,45.52
09/10/2022,2,1,44.69
09/10/2022,2,2,45.79
09/10/2022,2,3,45.95
09/10/2022,2,4,46.05
09/10/2022,3,1,45.98
09/10/2022,3,2,46.20
09/10/2022,3,3,46.24
09/10/2022,3,4,45.92
09/10/2022,4,1,47.33
09/10/2022,4,2,47.46
09/10/2022,4,3,47.43
09/10/2022,4,4,47.44
09/10/2022,5,1,48.25
09/10/2022,5,2,49.61
09/10/2022,5,3,51.15
09/10/2022,5,4,49.93
09/10/2022,6,1,51.54
09/10/2022,6,2,54.59
09/10/2022,6,3,54.57
09/10/2022,6,4,56.60
09/10/2022,7,1,59.80
09/10/2022,7,2,65.72
09/10/2022,7,3,66.97
09/10/2022,7,4,65.40
09/10/2022,8,1,62.18
09/10/2022,8,2,62.23
09/10/2022,8,3,62.28
09/10/2022,8,4,62.52
09/10/2022,9,1,59.26
09/10/2022,9,2,54.68
09/10/2022,9,3,52.22
09/10/2022,9,4,46.55
09/10/2022,10,1,47.36
09/10/2022,10,2,47.94
09/10/2022,10,3,48.73
09/10/2022,10,4,48.85
09/10/2022,11,1,49.87
09/10/2022,11,2,49.86
09/10/2022,11,3,52.07
09/10/2022,11,4,53.28
09/10/2022,12,1,55.14
09/10/2022,12,2,62.28
09/10/2022,12,3,67.88
09/10/2022,12,4,68.89
09/10/2022,13,1,70.16
09/10/2022,13,2,71.66
09/10/2022,13,3,71.90
09/10/2022,13,4,72.51
09/10/2022,14,1,71.65
09/10/2022,14,2,72.20
09/10/2022,14,3,74.62
09/10/2022,14,4,78.08
09/10/2022,15,1,77.41
09/10/2022,15,2,78.11
09/10/2022,15,3,80.03
09/10/2022,15,4,76.58
09/10/2022,16,1,75.38
09/10/2022,16,2,76.98
09/10/2022,16,3,76.41
09/10/2022,16,4,75.49
09/10/2022,17,1,74.88
09/10/2022,17,2,75.38
09/10/2022,17,3,79.84
09/10/2022,17,4,76.49
09/10/2022,18,1,74.73
09/10/2022,18,2,75.01
09/10/2022,18,3,73.13
09/10/2022,18,4,73.22
09/10/2022,19,1,72.88
09/10/2022,19,2,71.86
09/10/2022,19,3,71.38
09/10/2022,19,4,71.63
09/10/2022,20,1,72.13
09/10/2022,20,2,71.65
09/10/2022,20,3,71.72
09/10/2022,20,4,71.12
09/10/2022,21,1,70.21
09/10/2022,21,2,67.70
09/10/2022,21,3,63.98
09/10/2022,21,4,62.12
09/10/2022,22,1,56.43
09/10/2022,22,2,50.43
09/10/2022,22,3,49.64
09/10/2022,22,4,47.22
09/10/2022,23,1,47.82
09/10/2022,23,2,48.14
09/10/2022,23,3,48.18
09/10/2022,23,4,46.41
09/10/2022,24,1,46.29
09/10/2022,24,2,47.90
09/10/2022,24,3,48.06
09/10/2022,24,4,47.71
09/11/2022,1,1,48.06
09/11/2022,1,2,49.82
09/11/2022,1,3,50.26
09/11/2022,1,4,50.52
09/11/2022,2,1,53.94
09/11/2022,2,2,56.68
09/11/2022,2,3,55.48
09/11/2022,2,4,51.74
09/11/2022,3,1,50.38
09/11/2022,3,2,48.30
09/11/2022,3,3,46.99
09/11/2022,3,4,48.41
09/11/2022,4,1,48.81
09/11/2022,4,2,48.72
09/11/2022,4,3,48.57
09/11/2022,4,4,47.99
09/11/2022,5,1,48.86
09/11/2022,5,2,48.64
09/11/2022,5,3,48.45
09/11/2022,5,4,48.04
09/11/2022,6,1,48.52
09/11/2022,6,2,48.30
09/11/2022,6,3,48.54
09/11/2022,6,4,46.24
09/11/2022,7,1,45.86
09/11/2022,7,2,44.74
09/11/2022,7,3,46.22
09/11/2022,7,4,43.48
09/11/2022,8,1,41.77
09/11/2022,8,2,40.16
09/11/2022,8,3,40.07
09/11/2022,8,4,39.98
09/11/2022,9,1,40.33
09/11/2022,9,2,39.69
09/11/2022,9,3,39.43
09/11/2022,9,4,37.60
09/11/2022,10,1,38.60
09/11/2022,10,2,41.32
09/11/2022,10,3,45.08
09/11/2022,10,4,40.98
09/11/2022,11,1,42.57
09/11/2022,11,2,44.61
09/11/2022,11,3,46.42
09/11/2022,11,4,46.89
09/11/2022,12,1,47.46
09/11/2022,12,2,48.77
09/11/2022,12,3,49.54
09/11/2022,12,4,51.21
09/11/2022,13,1,53.44
09/11/2022,13,2,57.86
09/11/2022,13,3,64.38
09/11/2022,13,4,65.76
09/11/2022,14,1,65
09/11/2022,14,2,68.95
09/11/2022,14,3,68.79
09/11/2022,14,4,69.68
09/11/2022,15,1,70.58
09/11/2022,15,2,71.23
09/11/2022,15,3,71.17
09/11/2022,15,4,71.28
09/11/2022,16,1,71.67
09/11/2022,16,2,72.87
09/11/2022,16,3,74.16
09/11/2022,16,4,74.21
09/11/2022,17,1,76.78
09/11/2022,17,2,77.44
09/11/2022,17,3,81.64
09/11/2022,17,4,77.42
09/11/2022,18,1,90.36
09/11/2022,18,2,117.99
09/11/2022,18,3,90.87
09/11/2022,18,4,93.79
09/11/2022,19,1,109.13
09/11/2022,19,2,171.61
09/11/2022,19,3,244.86
09/11/2022,19,4,364.23
09/11/2022,20,1,236.69
09/11/2022,20,2,231.88
09/11/2022,20,3,226.56
09/11/2022,20,4,209.80
09/11/2022,21,1,185.76
09/11/2022,21,2,103.21
09/11/2022,21,3,78.36
09/11/2022,21,4,75.81
09/11/2022,22,1,75.43
09/11/2022,22,2,76.63
09/11/2022,22,3,76.04
09/11/2022,22,4,73.80
09/11/2022,23,1,76.18
09/11/2022,23,2,75.79
09/11/2022,23,3,74.89
09/11/2022,23,4,72.22
09/11/2022,24,1,72.98
09/11/2022,24,2,72.54
09/11/2022,24,3,72.76
09/11/2022,24,4,70.67
09/12/2022,1,1,72
09/12/2022,1,2,70.61
09/12/2022,1,3,70.03
09/12/2022,1,4,68.51
09/12/2022,2,1,67.43
09/12/2022,2,2,67.83
09/12/2022,2,3,66.29
09/12/2022,2,4,66.39
09/12/2022,3,1,67.11
09/12/2022,3,2,66.63
09/12/2022,3,3,59.84
09/12/2022,3,4,58.48
09/12/2022,4,1,56.73
09/12/2022,4,2,55.65
09/12/2022,4,3,53.98
09/12/2022,4,4,52.26
09/12/2022,5,1,50.29
09/12/2022,5,2,49.70
09/12/2022,5,3,49.92
09/12/2022,5,4,49.85
09/12/2022,6,1,52.23
09/12/2022,6,2,53.63
09/12/2022,6,3,55.77
09/12/2022,6,4,57.05
09/12/2022,7,1,60.97
09/12/2022,7,2,67.75
09/12/2022,7,3,68.96
09/12/2022,7,4,69.21
09/12/2022,8,1,66.09
09/12/2022,8,2,61.42
09/12/2022,8,3,57.07
09/12/2022,8,4,55.47
09/12/2022,9,1,54.78
09/12/2022,9,2,53.10
09/12/2022,9,3,50.53
09/12/2022,9,4,49.54
09/12/2022,10,1,49.28
09/12/2022,10,2,49.91
09/12/2022,10,3,49.81
09/12/2022,10,4,50.13
09/12/2022,11,1,52.16
09/12/2022,11,2,52.26
09/12/2022,11,3,52.07
09/12/2022,11,4,52.02
09/12/2022,12,1,50.64
09/12/2022,12,2,54.62
09/12/2022,12,3,57.92
09/12/2022,12,4,64.16
09/12/2022,13,1,63.06
09/12/2022,13,2,65.56
09/12/2022,13,3,66.44
09/12/2022,13,4,67.57
09/12/2022,14,1,67.73
09/12/2022,14,2,70.07
09/12/2022,14,3,70.59
09/12/2022,14,4,71.50
09/12/2022,15,1,72.21
09/12/2022,15,2,74.24
09/12/2022,15,3,74.73
09/12/2022,15,4,75.01
09/12/2022,16,1,74.23
09/12/2022,16,2,74.44
09/12/2022,16,3,75.06
09/12/2022,16,4,77.66
09/12/2022,17,1,79.55
09/12/2022,17,2,81.22
09/12/2022,17,3,85.60
09/12/2022,17,4,98.38
09/12/2022,18,1,90.63
09/12/2022,18,2,90.74
09/12/2022,18,3,111.22
09/12/2022,18,4,105.36
09/12/2022,19,1,81.06
09/12/2022,19,2,85.63
09/12/2022,19,3,132.27
09/12/2022,19,4,166.40
09/12/2022,20,1,144.36
09/12/2022,20,2,120.44
09/12/2022,20,3,101.39
09/12/2022,20,4,87.46
09/12/2022,21,1,78.72
09/12/2022,21,2,76.48
09/12/2022,21,3,75.27
09/12/2022,21,4,73.01
09/12/2022,22,1,70.26
09/12/2022,22,2,66.85
09/12/2022,22,3,63.63
09/12/2022,22,4,57.12
09/12/2022,23,1,51.60
09/12/2022,23,2,51.13
09/12/2022,23,3,50.04
09/12/2022,23,4,48.43
09/12/2022,24,1,47.23
09/12/2022,24,2,50.83
09/12/2022,24,3,50.70
09/12/2022,24,4,48.59
09/13/2022,1,1,51.35
09/13/2022,1,2,51.60
09/13/2022,1,3,50.13
09/13/2022,1,4,47.27
09/13/2022,2,1,45.27
09/13/2022,2,2,44.62
09/13/2022,2,3,44.85
09/13/2022,2,4,45.42
09/13/2022,3,1,45.77
09/13/2022,3,2,44.37
09/13/2022,3,3,42.72
09/13/2022,3,4,41.40
09/13/2022,4,1,41.06
09/13/2022,4,2,40.54
09/13/2022,4,3,40.43
09/13/2022,4,4,40.65
09/13/2022,5,1,41.15
09/13/2022,5,2,40.90
09/13/2022,5,3,41.56
09/13/2022,5,4,41.04
09/13/2022,6,1,45.35
09/13/2022,6,2,46.85
09/13/2022,6,3,47.49
09/13/2022,6,4,47.04
09/13/2022,7,1,48.46
09/13/2022,7,2,49.85
09/13/2022,7,3,51.34
09/13/2022,7,4,53.71
09/13/2022,8,1,53.77
09/13/2022,8,2,55.01
09/13/2022,8,3,52.41
09/13/2022,8,4,51.35
09/13/2022,9,1,51.31
09/13/2022,9,2,50.33
09/13/2022,9,3,48.92
09/13/2022,9,4,48.42
09/13/2022,10,1,49.01
09/13/2022,10,2,48.69
09/13/2022,10,3,47.68
09/13/2022,10,4,46.04
09/13/2022,11,1,47.25
09/13/2022,11,2,49.51
09/13/2022,11,3,50.46
09/13/2022,11,4,51.67
09/13/2022,12,1,53.15
09/13/2022,12,2,54.89
09/13/2022,12,3,62.52
09/13/2022,12,4,63.58
09/13/2022,13,1,63.39
09/13/2022,13,2,68.60
09/13/2022,13,3,69.44
09/13/2022,13,4,70.62
09/13/2022,14,1,71.02
09/13/2022,14,2,71.99
09/13/2022,14,3,71.79
09/13/2022,14,4,72.28
09/13/2022,15,1,73.37
09/13/2022,15,2,76.15
09/13/2022,15,3,77.76
09/13/2022,15,4,78.52
09/13/2022,16,1,82.81
09/13/2022,16,2,78.17
09/13/2022,16,3,82.48
09/13/2022,16,4,80.67
09/13/2022,17,1,95.69
09/13/2022,17,2,77.67
09/13/2022,17,3,81.99
09/13/2022,17,4,77.10
09/13/2022,18,1,76.34
09/13/2022,18,2,75.48
09/13/2022,18,3,76.44
09/13/2022,18,4,75.34
09/13/2022,19,1,74.20
09/13/2022,19,2,73.22
09/13/2022,19,3,74.14
09/13/2022,19,4,74.46
09/13/2022,20,1,74.74
09/13/2022,20,2,74.73
09/13/2022,20,3,74.84
09/13/2022,20,4,74.62
09/13/2022,21,1,74.14
09/13/2022,21,2,71.36
09/13/2022,21,3,67.98
09/13/2022,21,4,65.25
09/13/2022,22,1,64.72
09/13/2022,22,2,64.92
09/13/2022,22,3,63.75
09/13/2022,22,4,57.62
09/13/2022,23,1,56.31
09/13/2022,23,2,55.89
09/13/2022,23,3,52.96
09/13/2022,23,4,50.21
09/13/2022,24,1,49.26
09/13/2022,24,2,56.19
09/13/2022,24,3,57.22
09/13/2022,24,4,53.04
09/14/2022,1,1,51.95
09/14/2022,1,2,51.83
09/14/2022,1,3,50.35
09/14/2022,1,4,50.19
09/14/2022,2,1,50.35
09/14/2022,2,2,49.81
09/14/2022,2,3,48.98
09/14/2022,2,4,48.05
09/14/2022,3,1,46.86
09/14/2022,3,2,45.65
09/14/2022,3,3,43.77
09/14/2022,3,4,42.22
09/14/2022,4,1,42.63
09/14/2022,4,2,42.64
09/14/2022,4,3,42.63
09/14/2022,4,4,41.85
09/14/2022,5,1,42.09
09/14/2022,5,2,44.02
09/14/2022,5,3,46.50
09/14/2022,5,4,47.79
09/14/2022,6,1,51.06
09/14/2022,6,2,51.36
09/14/2022,6,3,52.41
09/14/2022,6,4,48.84
09/14/2022,7,1,49.96
09/14/2022,7,2,51.22
09/14/2022,7,3,51.34
09/14/2022,7,4,51.95
09/14/2022,8,1,52.74
09/14/2022,8,2,52.53
09/14/2022,8,3,50.98
09/14/2022,8,4,51.06
09/14/2022,9,1,52.43
09/14/2022,9,2,52.08
09/14/2022,9,3,51.84
09/14/2022,9,4,52.54
09/14/2022,10,1,51.82
09/14/2022,10,2,50.38
09/14/2022,10,3,49.19
09/14/2022,10,4,48.72
09/14/2022,11,1,49.12
09/14/2022,11,2,49.68
09/14/2022,11,3,48.86
09/14/2022,11,4,50.99
09/14/2022,12,1,52.17
09/14/2022,12,2,52.04
09/14/2022,12,3,50.96
09/14/2022,12,4,50.29
09/14/2022,13,1,50.31
09/14/2022,13,2,51.32
09/14/2022,13,3,51.37
09/14/2022,13,4,51.38
09/14/2022,14,1,51.95
09/14/2022,14,2,54.03
09/14/2022,14,3,57.13
09/14/2022,14,4,56.92
09/14/2022,15,1,56.93
09/14/2022,15,2,58.42
09/14/2022,15,3,60.01
09/14/2022,15,4,61.37
09/14/2022,16,1,67.21
09/14/2022,16,2,66.69
09/14/2022,16,3,64.83
09/14/2022,16,4,64.96
09/14/2022,17,1,64.43
09/14/2022,17,2,65.78
09/14/2022,17,3,67.30
09/14/2022,17,4,70.29
09/14/2022,18,1,70.79
09/14/2022,18,2,71.94
09/14/2022,18,3,73.14
09/14/2022,18,4,71.40
09/14/2022,19,1,68.45
09/14/2022,19,2,69.87
09/14/2022,19,3,71.64
09/14/2022,19,4,72.12
09/14/2022,20,1,71.75
09/14/2022,20,2,73.80
09/14/2022,20,3,74.69
09/14/2022,20,4,74.57
09/14/2022,21,1,73.74
09/14/2022,21,2,70.91
09/14/2022,21,3,66.27
09/14/2022,21,4,61.50
09/14/2022,22,1,58.31
09/14/2022,22,2,60.55
09/14/2022,22,3,62.31
09/14/2022,22,4,59.26
09/14/2022,23,1,57.65
09/14/2022,23,2,60.83
09/14/2022,23,3,57.15
09/14/2022,23,4,57.76
09/14/2022,24,1,55.11
09/14/2022,24,2,57.12
09/14/2022,24,3,54.52
09/14/2022,24,4,52.73
09/15/2022,1,1,57.54
09/15/2022,1,2,57.15
09/15/2022,1,3,56.66
09/15/2022,1,4,55.33
09/15/2022,2,1,54.46
09/15/2022,2,2,53.27
09/15/2022,2,3,51.53
09/15/2022,2,4,50.64
09/15/2022,3,1,50.02
09/15/2022,3,2,49.81
09/15/2022,3,3,48.73
09/15/2022,3,4,46.71
09/15/2022,4,1,45.98
09/15/2022,4,2,44.68
09/15/2022,4,3,43.57
09/15/2022,4,4,42.64
09/15/2022,5,1,43.59
09/15/2022,5,2,43.46
09/15/2022,5,3,45.39
09/15/2022,5,4,43.35
09/15/2022,6,1,48.10
09/15/2022,6,2,50.05
09/15/2022,6,3,51.11
09/15/2022,6,4,50.27
